TRIP_ID,TRAVEL_TIME
T96,608.1200109967002
T98,1962.1867481864535
T99,931.5355656600451
T100,998.0143333279207
T101,480.6797599339086
T102,1031.972062555822
T103,1006.1117579258117
T104,828.4234473116322
T107,984.0234697247198
T109,504.04964146706425
T110,475.53120141511397
T111,430.48883712735494
T112,582.1336954166404
T113,1193.5672560656576
T114,369.47331585081577
T115,582.9430771092287
T116,631.8449746336395
T117,638.8658466630119
T118,480.74994898956385
T119,540.4540926804103
T120,588.8283244058945
T121,554.8660950545413
T122,1024.3705123954562
T123,797.242727396013
T124,929.085420976727
T125,363.09812605029094
T126,682.385449371535
T127,332.9851224175717
T128,264.64259268036767
T129,506.5422896505032
T130,978.334496160874
T131,1149.4352712603875
T132,706.1205737906744
T133,651.631856459459
T134,732.4342046809829
T135,762.6409237831741
T136,415.30348509505626
T137,868.8794460684223
T138,1203.7475722684173
T139,520.4540847733707
T140,467.9250576139546
T141,849.4983194123557
T142,748.0089558433483
T143,778.3747839073981
T144,665.1212717066645
T145,771.4332334209907
T146,586.3511399752209
T147,451.2457887986198
T148,1185.1968282686955
T149,1774.6465555351092
T151,541.8778628520174
T152,495.82173404218014
T153,397.61289942427715
T154,1080.2480369585267
T155,741.2903555893281
T156,1074.5252151406817
T157,539.4006897351013
T158,428.7290597309039
T159,533.338856902042
T160,473.3663354123085
T161,922.6661098380893
T162,460.34517349845714
T163,484.0878502379971
T164,363.85703483371594
T166,803.6875959603262
T167,616.6068290034699
T168,672.4025339428803
T169,898.1873417366778
T170,552.5274959612111
T171,854.5341044292824
T172,464.4247530790932
T173,942.9034088782735
T174,1499.2916800231924
T175,440.4628541184908
T176,300.25602835696276
T177,403.97032916365526
T178,1179.855985132429
T179,1167.5853163917698
T180,472.109881099293
T181,1751.9828462829742
T182,318.5262648112547
T183,274.2683804806735
T184,1209.0289991134173
T185,429.70633291867216
T186,1022.7512627626502
T187,577.4366349635486
T188,947.0236229456817
T189,436.7282117229176
T190,581.9248734495638
T191,532.5500851769059
T192,633.1385618653362
T193,261.4834601988569
T194,555.395684916004
T195,322.09170790466845
T196,399.80878782165496
T197,1937.0002697302702
T198,485.92972834956595
T199,821.9740598552634
T200,414.63106447173385
T201,598.9598766570846
T202,836.5306676957373
T203,509.4911081367891
T204,599.9898952011182
T205,624.1364708150466
T206,761.0067542270251
T207,1341.7784962137537
T208,1470.6767733423262
T209,435.41176686445647
T210,461.15270403615995
T211,2116.4702807540325
T212,454.98399644799633
T213,611.2117901955286
T214,770.5676563387593
T215,382.72045881169896
T216,459.2535460982944
T217,2706.388558942347
T218,1380.6810705256216
T219,428.3215090546705
T220,2053.3278751623147
T221,412.5544136908844
T222,954.7216961371101
T223,1641.603713243241
T224,1021.3616109421625
T225,1421.8166085101689
T226,483.15593888546084
T227,559.47077267246
T228,2339.4431519525374
T229,1022.5524409079054
T230,1039.1383138709416
T231,958.2206179658403
T232,387.0600888114724
T233,592.7208790334623
T234,429.8463053265108
T235,485.43002777386886
T236,272.66397673791676
T237,490.01118511841634
T238,701.4353847917218
T239,648.4557069929554
T240,588.1099564728357
T241,753.3918249240869
T242,472.012976291387
T243,492.95182723709036
T244,390.33676745725876
T245,607.2852320855958
T246,708.9477930291242
T247,574.9310763220867
T248,488.3392489102746
T249,405.23392577129613
T250,493.3735779745281
T251,348.0128076316095
T252,500.7882828566342
T253,657.5040576756405
T254,331.0081971088341
T255,813.0133980540443
T256,600.6302954293299
T257,649.541072199859
T258,317.4115945812443
T259,538.9602620509004
T260,788.6536530772289
T261,650.1053755068461
T262,634.549057225669
T263,463.73176953915544
T264,361.0041496687009
T265,587.7607411948645
T266,269.91353711304146
T267,397.0974633076759
T268,484.71069142609207
T269,380.2818845819218
T270,642.2143097096831
T271,606.5055938950541
T272,374.9829841933092
T273,399.1797864409847
T274,396.90218066741477
T275,371.20996109368775
T276,685.4477819321202
T277,752.7178341384707
T278,501.935170846955
T279,410.53322595855315
T280,907.2717815571511
T281,452.41704325666615
T282,440.2021107205542
T283,356.4066817833439
T284,372.56525392929234
T285,332.4743703080548
T286,492.1579145323633
T287,397.5412890998322
T288,524.7966451249558
T289,394.42919674773987
T290,493.20881244121375
T291,387.2449856567582
T292,696.8718730113196
T293,817.6316868344074
T294,454.1867034388897
T295,568.3843435767449
T296,475.6422901964736
T297,479.6917393906404
T298,428.78822745151285
T299,1867.497361651936
T300,838.3281628476443
T301,1074.141280229059
T302,634.0508113504574
T303,317.45103650026437
T304,359.5633139718901
T305,596.5769835846557
T306,373.6671993091188
T307,1178.4198712418047
T308,1777.6551382466855
T309,567.9521096544064
T310,373.40604909130263
T311,1490.806012678197
T312,537.2937359306069
T313,522.1810571102443
T314,446.49043224061813
T315,470.62501963421846
T316,457.11399219244794
T317,518.6277211039303
T318,462.73663667215135
T319,1058.8068399385274
T320,426.29654469713324
T321,2739.0763900029715
T322,1052.031670647464
T323,845.5282985549452
T324,1199.945748577403
T325,287.93357148978487
T326,370.2075938848732
T327,921.5664628366989
